"Day_0" "Day_2" "Day_17"
"TRINITY_DN5628_c0_g1_i1" 0 0 0
"TRINITY_DN5628_c0_g1_i2" 0 0 0
"TRINITY_DN5631_c0_g2_i1" 0 0.0580337 0
"TRINITY_DN5631_c0_g1_i1" 0 0 0
"TRINITY_DN5626_c0_g1_i3" 0 0 0
"TRINITY_DN5626_c0_g1_i4" 0 0 0
"TRINITY_DN5626_c0_g1_i5" 6.05266 3.96487 0.560438
"TRINITY_DN5675_c0_g1_i1" 0 0 0
"TRINITY_DN5675_c0_g1_i2" 0.150534 0.434748 0
"TRINITY_DN5675_c0_g1_i3" 1.26268 1.90826 0
"TRINITY_DN5602_c0_g1_i1" 0.0678588 0.992831 0
"TRINITY_DN5602_c0_g1_i2" 0.655387 0 0
"TRINITY_DN5615_c0_g1_i1" 0 0.925288 0
"TRINITY_DN5609_c1_g1_i1" 0 1.48269 0
"TRINITY_DN37964_c0_g1_i1" 0 0 3.42702
"TRINITY_DN37936_c0_g1_i1" 0 0 0
"TRINITY_DN37908_c0_g1_i1" 0.11136 0 0
"TRINITY_DN37881_c0_g1_i1" 0 0.676521 0.142798
"TRINITY_DN37967_c0_g1_i1" 0 0 0.327841
"TRINITY_DN37946_c0_g1_i1" 0 0 0
"TRINITY_DN37927_c0_g1_i1" 0 0 0
"TRINITY_DN37887_c0_g1_i1" 0.500822 0.277166 0
"TRINITY_DN37962_c0_g1_i1" 0 0 0
"TRINITY_DN37954_c0_g1_i1" 0 0 0
"TRINITY_DN37958_c0_g1_i1" 0 0.250453 0
"TRINITY_DN37970_c0_g1_i1" 0 0.460688 0.10316
"TRINITY_DN37911_c0_g1_i1" 0.420443 0 0
"TRINITY_DN37888_c0_g1_i1" 0.30759 0.167485 0
"TRINITY_DN37904_c0_g1_i1" 0 0 0
"TRINITY_DN37884_c0_g1_i1" 0 0 0
"TRINITY_DN37963_c0_g1_i1" 0 0.488046 0
"TRINITY_DN37935_c0_g1_i1" 0 0 0
"TRINITY_DN37972_c0_g1_i1" 0 0 0
"TRINITY_DN37940_c0_g1_i1" 1.89663 1.49856 0
"TRINITY_DN37902_c0_g1_i1" 0 0 0
"TRINITY_DN37977_c0_g1_i1" 4.25058 10.8839 10.5972
"TRINITY_DN37924_c0_g1_i1" 0 0 0
"TRINITY_DN37953_c0_g1_i1" 0.58312 0.649471 0
"TRINITY_DN37920_c0_g1_i1" 0.321242 0 0
"TRINITY_DN37923_c0_g1_i1" 0.795722 0.438213 0.296948
"TRINITY_DN37956_c0_g1_i1" 0 0 0
"TRINITY_DN37905_c0_g1_i1" 0 0 0
"TRINITY_DN37930_c0_g1_i1" 0.867127 0 0
"TRINITY_DN37894_c0_g1_i1" 0 0 0.133417
"TRINITY_DN37899_c0_g1_i1" 1.19491 0 0
"TRINITY_DN37897_c0_g1_i1" 1.68076 1.15876 0
"TRINITY_DN37947_c0_g1_i1" 0.242196 0 0
"TRINITY_DN37928_c0_g1_i1" 0 0 0
"TRINITY_DN37971_c0_g1_i1" 0 0 0
"TRINITY_DN37921_c0_g1_i1" 0.412502 0 0
"TRINITY_DN37910_c0_g1_i1" 0 0 0
"TRINITY_DN37969_c0_g1_i1" 0.279155 0 0
"TRINITY_DN37979_c0_g1_i1" 0 0.306939 0
"TRINITY_DN37918_c0_g1_i1" 0 0 0
"TRINITY_DN37926_c0_g1_i1" 0 0 0
"TRINITY_DN37883_c0_g1_i1" 0 0.708047 0
"TRINITY_DN37976_c0_g1_i1" 0 0 0
"TRINITY_DN37915_c0_g1_i1" 0 0 0
"TRINITY_DN37891_c0_g1_i1" 0.29828 0 0.140972
"TRINITY_DN37882_c0_g1_i1" 0 0 0
"TRINITY_DN37906_c0_g1_i1" 0 0 0
"TRINITY_DN37896_c0_g1_i1" 0 0 0
"TRINITY_DN37900_c0_g1_i1" 0.216433 0 0
"TRINITY_DN37955_c0_g1_i1" 0 0 0
"TRINITY_DN37929_c0_g1_i1" 0 0.140337 0
"TRINITY_DN37938_c0_g1_i1" 0 0 0
"TRINITY_DN37975_c0_g1_i1" 0 0 0
"TRINITY_DN37890_c0_g1_i1" 0 0.167485 0
"TRINITY_DN37898_c0_g1_i1" 0 0 0
"TRINITY_DN37942_c0_g1_i1" 0 0.574382 0
"TRINITY_DN37889_c0_g1_i1" 0 0.44097 0
"TRINITY_DN37925_c0_g1_i1" 0 0 0
"TRINITY_DN37952_c0_g1_i1" 0 0 0
"TRINITY_DN37937_c0_g1_i1" 0 0 0
"TRINITY_DN37945_c0_g1_i1" 0 0 0
"TRINITY_DN37885_c0_g1_i1" 0 0 0
"TRINITY_DN37912_c0_g1_i1" 0 0.279537 0
"TRINITY_DN37922_c0_g1_i1" 0 0 0
"TRINITY_DN37892_c0_g1_i1" 0 0 0
"TRINITY_DN37939_c0_g1_i1" 0.26551 0.293542 0.126838
"TRINITY_DN37917_c0_g1_i1" 4.94258 7.94792 0
"TRINITY_DN37949_c0_g1_i1" 0 0 8.55261
"TRINITY_DN37948_c0_g1_i1" 0 0 0
"TRINITY_DN37941_c0_g1_i1" 0.626391 0 0
"TRINITY_DN37903_c0_g1_i1" 0 0 0
"TRINITY_DN37944_c0_g1_i1" 0 0.253178 0
"TRINITY_DN37974_c0_g1_i1" 0.181044 0 0.0911749
"TRINITY_DN37973_c0_g1_i1" 0.495879 0 0
"TRINITY_DN37913_c0_g1_i1" 0 0 0
"TRINITY_DN37931_c0_g1_i1" 0 0 0
"TRINITY_DN37943_c0_g1_i1" 0 0.182665 0
"TRINITY_DN28793_c0_g1_i1" 0 0 0
"TRINITY_DN28826_c0_g1_i1" 0 0 0
"TRINITY_DN28823_c0_g1_i1" 0 0 0
"TRINITY_DN28798_c0_g1_i1" 0.435952 0.480802 0
"TRINITY_DN28852_c0_g1_i1" 0 0 0
"TRINITY_DN28819_c0_g1_i1" 0 0 0
"TRINITY_DN28822_c0_g1_i1" 0 0 0.101544
"TRINITY_DN28815_c0_g1_i1" 0 0 0
"TRINITY_DN28812_c0_g1_i1" 0 0 0
"TRINITY_DN28828_c0_g1_i1" 0 0.230344 0
"TRINITY_DN28860_c0_g1_i1" 0.267163 2.66164 0
"TRINITY_DN28836_c0_g1_i1" 0 0.980892 0
"TRINITY_DN28840_c0_g1_i1" 0 0 0
"TRINITY_DN28813_c0_g1_i1" 0.249044 0 0.12003
"TRINITY_DN28809_c0_g1_i1" 0 0 0
"TRINITY_DN28780_c0_g1_i1" 0 0 0
"TRINITY_DN28818_c0_g1_i1" 0.447177 0.493821 0
"TRINITY_DN28804_c0_g1_i1" 0 0.302447 0
"TRINITY_DN28799_c0_g1_i1" 0.156747 0.341691 0.241778
"TRINITY_DN28862_c0_g1_i1" 0 0.256154 0.189668
"TRINITY_DN28830_c0_g1_i1" 447.47 559.649 0.256844
"TRINITY_DN28776_c0_g1_i1" 0.137721 0 0
"TRINITY_DN28849_c0_g1_i1" 0 0 0
"TRINITY_DN28790_c0_g1_i1" 0.0913533 0 0.050768
"TRINITY_DN28785_c0_g1_i1" 0 2.34888 0
"TRINITY_DN28848_c1_g1_i1" 0 0 0
"TRINITY_DN28806_c0_g1_i1" 0 0 0
"TRINITY_DN28854_c0_g1_i1" 0.23098 0.255008 0
"TRINITY_DN28775_c0_g1_i1" 0 0 0.115129
"TRINITY_DN28779_c0_g1_i1" 0 0 0.0863301
"TRINITY_DN28794_c0_g1_i1" 0 0 0
"TRINITY_DN28802_c0_g1_i1" 29.8319 31.7678 0
"TRINITY_DN28802_c0_g1_i2" 0.579738 2.76006 0
"TRINITY_DN28786_c0_g1_i1" 1.2188 0 0
"TRINITY_DN28829_c0_g1_i1" 0 0 0
"TRINITY_DN28861_c0_g1_i1" 0 0 0
"TRINITY_DN28851_c0_g1_i1" 0 0 1.25189
"TRINITY_DN28851_c0_g1_i2" 0 1.57615 0
"TRINITY_DN28770_c0_g1_i1" 0 2.76559 0
"TRINITY_DN28816_c0_g1_i1" 2.52351 16.464 0
"TRINITY_DN28787_c0_g1_i1" 0 0.29135 0
"TRINITY_DN28844_c0_g1_i1" 0.123419 0 0.0657999
"TRINITY_DN28832_c0_g1_i1" 0 0 0
"TRINITY_DN28777_c1_g1_i1" 0 0 0
"TRINITY_DN28845_c0_g1_i1" 0 0 0
"TRINITY_DN28771_c0_g1_i1" 0 0 0
"TRINITY_DN28835_c0_g1_i1" 0 0 0
"TRINITY_DN28796_c0_g1_i1" 0 0 0
"TRINITY_DN28768_c0_g1_i1" 0 0 0
"TRINITY_DN28788_c0_g1_i1" 0 0 0
"TRINITY_DN28781_c0_g1_i1" 0 0.327396 0.139014
"TRINITY_DN28831_c0_g1_i1" 0 0 0.115129
"TRINITY_DN28839_c0_g1_i1" 0 0 0
"TRINITY_DN28827_c0_g1_i1" 0.570333 0.209023 0
"TRINITY_DN28863_c0_g1_i1" 0.0897271 0.195322 0
"TRINITY_DN28765_c0_g1_i1" 0 0 4.82213
"TRINITY_DN28824_c0_g1_i1" 0 0 0
"TRINITY_DN28808_c0_g1_i1" 0 0.198266 0
"TRINITY_DN28782_c0_g1_i1" 0 0 0
"TRINITY_DN28772_c0_g1_i1" 0 0 0
"TRINITY_DN28825_c0_g1_i1" 0.0783749 0.0852878 1.72993
"TRINITY_DN28842_c0_g1_i1" 0 0 0
"TRINITY_DN28769_c0_g1_i1" 0 0.279015 0
"TRINITY_DN28767_c0_g1_i1" 0 0 0
"TRINITY_DN28846_c0_g1_i1" 0 0.306939 0.131808
"TRINITY_DN28811_c0_g1_i1" 0.923279 1.85442 0
"TRINITY_DN28792_c0_g1_i1" 0 0 0
"TRINITY_DN28784_c0_g1_i1" 0 0 0.0664792
"TRINITY_DN28859_c0_g1_i1" 0 2.43832 0
"TRINITY_DN28817_c0_g1_i1" 0 0 0
"TRINITY_DN28805_c0_g1_i1" 1.76243 0.192903 0
"TRINITY_DN28800_c0_g1_i1" 0 0 2.51269
"TRINITY_DN28803_c0_g1_i1" 0 0.164254 0
"TRINITY_DN28789_c0_g1_i1" 0 0 0
"TRINITY_DN28773_c0_g1_i1" 0 0 0
"TRINITY_DN12406_c0_g1_i1" 0.159805 0 0
"TRINITY_DN12463_c0_g1_i1" 0 0 0
"TRINITY_DN12483_c0_g3_i1" 0 0 0
"TRINITY_DN12483_c0_g3_i2" 0 0 0
"TRINITY_DN12483_c0_g1_i1" 0 0.0935057 0
"TRINITY_DN12483_c0_g2_i1" 0.266807 0 0
"TRINITY_DN12498_c0_g1_i1" 0 0 0
"TRINITY_DN12498_c0_g1_i2" 4.88239 4.08358 0
"TRINITY_DN12423_c0_g1_i1" 0 0.196057 0
"TRINITY_DN12423_c0_g1_i2" 0 0 0
"TRINITY_DN12423_c0_g1_i3" 0 0 0
"TRINITY_DN12423_c0_g1_i5" 0 0.855317 0
"TRINITY_DN12423_c0_g2_i1" 4.71074 19.4537 3.72424
"TRINITY_DN12423_c0_g3_i1" 0 0.158151 0
"TRINITY_DN12421_c0_g1_i1" 0 0.85268 1.58901
"TRINITY_DN12484_c0_g1_i1" 0.0196752 5.42372 0
"TRINITY_DN12484_c0_g1_i2" 0.409933 1.02182 0
"TRINITY_DN12484_c0_g1_i3" 0.283543 0 0
"TRINITY_DN12440_c0_g1_i1" 0 0.638105 0
"TRINITY_DN12440_c0_g1_i2" 0 0.000230167 0
"TRINITY_DN12440_c0_g1_i3" 0.413949 0 0
"TRINITY_DN12496_c0_g1_i1" 0 0.0640128 0.0179144
"TRINITY_DN12496_c0_g1_i2" 0 0 0
"TRINITY_DN12496_c0_g1_i3" 0 0 0.0169405
"TRINITY_DN12425_c0_g1_i1" 0 1.57517 0
"TRINITY_DN12422_c2_g1_i1" 0 0 0
"TRINITY_DN12422_c0_g1_i1" 0 0 0
"TRINITY_DN12422_c0_g1_i2" 0 0 0
"TRINITY_DN12427_c0_g1_i1" 0.386725 0 13.9017
"TRINITY_DN12417_c1_g1_i1" 0 0.800566 3.59507
"TRINITY_DN12455_c0_g1_i1" 7.33103 18.3878 0
"TRINITY_DN12455_c0_g3_i1" 0.763862 0 0
"TRINITY_DN12455_c0_g2_i1" 0.261629 0.958629 0
"TRINITY_DN12455_c1_g1_i1" 0 0.528204 0
"TRINITY_DN12472_c0_g1_i1" 0 0.184622 0
"TRINITY_DN12472_c0_g1_i3" 0 0 0
"TRINITY_DN12472_c0_g1_i5" 0 0 0
"TRINITY_DN12465_c0_g1_i1" 0 0 0
"TRINITY_DN12465_c0_g1_i2" 0 0.665573 0
"TRINITY_DN12482_c0_g1_i1" 0.328277 0.357427 0.264937
"TRINITY_DN12458_c0_g1_i1" 0 0 0.0411494
"TRINITY_DN12473_c0_g1_i1" 0 0 0
"TRINITY_DN12473_c0_g1_i2" 0.186619 0.344494 2.72272
"TRINITY_DN12473_c1_g1_i1" 1.44084 0.218877 0
"TRINITY_DN12457_c0_g1_i1" 0 0 0
"TRINITY_DN12457_c0_g1_i2" 0.0344232 0.112431 0.0208086
"TRINITY_DN12475_c0_g1_i1" 0 0 0
"TRINITY_DN12475_c0_g1_i2" 0 0 0
"TRINITY_DN12477_c0_g1_i1" 0 0 0
"TRINITY_DN12428_c0_g1_i1" 3.36423 10.6901 0
"TRINITY_DN12426_c0_g1_i3" 0.171355 0.279722 0.191974
"TRINITY_DN12426_c0_g1_i4" 0.27489 0.299142 0.101804
"TRINITY_DN12478_c0_g1_i1" 0 0 4.81981
"TRINITY_DN12486_c0_g2_i1" 0 0 0
"TRINITY_DN12486_c0_g1_i2" 0 0 0
"TRINITY_DN12486_c0_g1_i3" 0 0 0
"TRINITY_DN12486_c0_g1_i4" 0 0 0
"TRINITY_DN12471_c0_g1_i2" 0.0614718 0.422614 0
"TRINITY_DN12471_c0_g1_i3" 0.479887 1.19335 0
"TRINITY_DN12404_c0_g2_i1" 0 0.283199 0
"TRINITY_DN12404_c0_g3_i1" 0.664235 2.38624 0
"TRINITY_DN12404_c0_g1_i1" 0 0.375828 0
"TRINITY_DN12404_c0_g1_i2" 0 0 0
"TRINITY_DN12404_c0_g1_i3" 0 0.219356 0
"TRINITY_DN12404_c0_g1_i4" 0.213782 0.891614 0
"TRINITY_DN12404_c0_g1_i5" 0 0 0
"TRINITY_DN12404_c0_g1_i6" 0 0.190547 0
"TRINITY_DN12404_c0_g1_i7" 0 0.389817 0
"TRINITY_DN12438_c0_g1_i1" 0.410229 0.892983 0
"TRINITY_DN12447_c0_g1_i1" 0 0 0
"TRINITY_DN12447_c0_g1_i2" 0.229834 0.583399 0
"TRINITY_DN12447_c0_g1_i4" 0 0 0
"TRINITY_DN12447_c0_g1_i5" 0 0 0
"TRINITY_DN12414_c0_g3_i1" 0 0 5.38183
"TRINITY_DN12414_c0_g2_i1" 0 0 3.26743
"TRINITY_DN12414_c0_g1_i1" 0 0 3.22418
"TRINITY_DN12414_c1_g1_i1" 0 0 0
"TRINITY_DN12499_c0_g1_i1" 37.5191 10.1847 0
"TRINITY_DN12408_c0_g4_i1" 0 0 0
"TRINITY_DN12408_c0_g3_i1" 0 0 0
"TRINITY_DN12408_c1_g1_i1" 0 1.41609 0
"TRINITY_DN12408_c0_g1_i1" 0 0 0
"TRINITY_DN12408_c0_g1_i2" 0 0 0
"TRINITY_DN12408_c0_g2_i2" 0 0 0.816141
"TRINITY_DN12408_c0_g2_i3" 0 0 0
"TRINITY_DN12450_c0_g1_i1" 3.15513 1.19588 0
"TRINITY_DN12487_c0_g1_i1" 0 0.223181 0
"TRINITY_DN12485_c0_g1_i1" 0.620199 0.176101 0
"TRINITY_DN12451_c0_g1_i1" 8.41409 17.4571 0
"TRINITY_DN12451_c2_g2_i1" 0 0 0
"TRINITY_DN12451_c2_g1_i1" 0 0 1.43657
"TRINITY_DN12451_c2_g1_i2" 0 0 0
"TRINITY_DN12451_c2_g1_i3" 0 0 0
"TRINITY_DN12451_c2_g1_i4" 0 0.483382 0
"TRINITY_DN12451_c2_g1_i5" 0 0 0
"TRINITY_DN12451_c1_g1_i1" 0.843785 0.857795 0
"TRINITY_DN12434_c0_g1_i1" 0 0 0
"TRINITY_DN12466_c0_g1_i1" 0 0 0
"TRINITY_DN12466_c0_g1_i2" 0 0 0
"TRINITY_DN12466_c0_g1_i3" 0 0 0
"TRINITY_DN12453_c0_g1_i1" 1.5273 0.340787 0
"TRINITY_DN12453_c0_g2_i1" 0 0 0
"TRINITY_DN12431_c0_g1_i1" 0 0 0
"TRINITY_DN12489_c0_g1_i1" 0 0 0
"TRINITY_DN12474_c0_g1_i1" 0 0 0
"TRINITY_DN12437_c0_g2_i1" 0.364187 1.76191 12.257
"TRINITY_DN12437_c1_g1_i1" 1.04741 2.60357 3.63391
"TRINITY_DN12437_c0_g1_i1" 0 0 0
"TRINITY_DN12437_c0_g1_i10" 0.0768974 0 0
"TRINITY_DN12437_c0_g1_i11" 0.0768974 0 0
"TRINITY_DN12437_c0_g1_i12" 0 0 0
"TRINITY_DN12437_c0_g1_i2" 0 0 0
"TRINITY_DN12437_c0_g1_i3" 0 0 0
"TRINITY_DN12437_c0_g1_i4" 0 1.3305 0
"TRINITY_DN12437_c0_g1_i6" 0 0 0
"TRINITY_DN12437_c0_g1_i7" 0 0 0
"TRINITY_DN12437_c0_g1_i9" 0 0 0
"TRINITY_DN12445_c0_g1_i1" 0 0 0
"TRINITY_DN12501_c0_g1_i1" 0.241052 0.721358 0.0124207
"TRINITY_DN12411_c0_g2_i1" 0.275442 0 0
"TRINITY_DN12411_c0_g1_i1" 0.593305 0 0
"TRINITY_DN12467_c0_g1_i1" 0 0 0
"TRINITY_DN12419_c0_g1_i1" 0 0 2.93521
"TRINITY_DN12419_c0_g1_i2" 0 0.19479 0
"TRINITY_DN12419_c0_g1_i3" 0 0 0
"TRINITY_DN12419_c0_g1_i4" 0 0 0
"TRINITY_DN12419_c0_g1_i6" 0 0 0
"TRINITY_DN12419_c0_g1_i8" 0 0.19479 0
"TRINITY_DN12419_c0_g1_i9" 0 0 0
"TRINITY_DN12424_c0_g1_i1" 0 0 1.93191
"TRINITY_DN12462_c0_g1_i1" 0 1.10068 6.84173
"TRINITY_DN12495_c0_g1_i2" 0 0 0
"TRINITY_DN12495_c0_g1_i3" 0 0.235315 0
"TRINITY_DN12495_c0_g1_i4" 0.269671 0 0
"TRINITY_DN12495_c0_g1_i5" 0.111601 0.338459 0
"TRINITY_DN12468_c0_g1_i1" 0 0 0
"TRINITY_DN12415_c1_g1_i1" 7.02624 19.005 0.300957
"TRINITY_DN12415_c1_g1_i2" 0 0.303415 0
"TRINITY_DN12415_c2_g1_i3" 12.6361 17.9475 0.395328
"TRINITY_DN12415_c2_g1_i4" 0 0 0.395328
"TRINITY_DN12415_c0_g1_i1" 0 0 0
"TRINITY_DN12415_c0_g1_i13" 4.24687 14.3518 15.3154
"TRINITY_DN12415_c0_g1_i6" 0.78033 2.31094 0
"TRINITY_DN12415_c0_g1_i7" 1.59198 1.46166 0
"TRINITY_DN12415_c0_g1_i8" 0 0 0
"TRINITY_DN12415_c0_g1_i9" 0 0 0
"TRINITY_DN12416_c0_g1_i1" 1.80889 25.7188 1.85004
"TRINITY_DN12503_c3_g1_i1" 0.165293 0.180785 1.01352
"TRINITY_DN12503_c1_g1_i1" 0 0 0
"TRINITY_DN12503_c1_g1_i2" 0 0 0
"TRINITY_DN12503_c1_g1_i3" 2.87701 2.26921 0
"TRINITY_DN12405_c0_g5_i1" 0 0 0
"TRINITY_DN12405_c0_g5_i2" 0 0 2.83844
"TRINITY_DN12405_c0_g3_i1" 0 0.554331 0
"TRINITY_DN12405_c0_g3_i2" 0 0 0
"TRINITY_DN12405_c2_g1_i1" 0 0 0
"TRINITY_DN12405_c0_g1_i1" 0 0 0
"TRINITY_DN12405_c0_g1_i2" 0 0 0
"TRINITY_DN12405_c0_g4_i1" 0 0 0
"TRINITY_DN12405_c1_g1_i1" 0 0 0
"TRINITY_DN12405_c1_g1_i2" 0 0.338177 0.0799259
"TRINITY_DN12405_c1_g1_i3" 0 0 0
"TRINITY_DN12405_c1_g1_i4" 0 0 0
"TRINITY_DN12405_c0_g2_i1" 0 0 0
"TRINITY_DN12405_c0_g2_i3" 0 0.935693 19.4762
"TRINITY_DN12405_c0_g2_i5" 0 0 0
"TRINITY_DN12405_c1_g3_i1" 0 0 1.23739
"TRINITY_DN12405_c1_g2_i1" 0 0 0
"TRINITY_DN12435_c0_g1_i1" 0 0 0
"TRINITY_DN12469_c0_g1_i1" 0.741888 0.576215 0.288714
"TRINITY_DN12409_c0_g1_i1" 0 0.855269 0
"TRINITY_DN12488_c0_g1_i1" 2.66884 6.02522 0
"TRINITY_DN12413_c0_g1_i1" 0 0.051335 0
"TRINITY_DN12413_c0_g1_i2" 0 0.051335 0
"TRINITY_DN12413_c0_g1_i3" 0 0.051335 0
"TRINITY_DN12413_c0_g1_i4" 0 0.051335 0
"TRINITY_DN12407_c0_g1_i1" 0 0 0
"TRINITY_DN12433_c0_g1_i1" 0 0 0
"TRINITY_DN12494_c0_g1_i1" 0 0 0
"TRINITY_DN12470_c0_g1_i1" 4.50956 4.25401 0
"TRINITY_DN12410_c1_g1_i1" 0 0 0
"TRINITY_DN12410_c0_g1_i1" 0 0 1.32089
"TRINITY_DN12432_c0_g3_i1" 0 0 0
"TRINITY_DN12432_c3_g1_i2" 0 0 0
"TRINITY_DN12432_c3_g1_i3" 0 0 0
"TRINITY_DN12432_c0_g2_i1" 0 1.14477 0
"TRINITY_DN12432_c0_g1_i1" 0.423936 0.230486 0
"TRINITY_DN12432_c0_g1_i2" 0.431607 0.117661 0
"TRINITY_DN12432_c0_g1_i3" 0 1.39202 0
"TRINITY_DN12432_c0_g1_i4" 0 0 0
"TRINITY_DN12432_c5_g1_i1" 0 0 0
"TRINITY_DN12446_c0_g1_i1" 0 0.578241 0
"TRINITY_DN12446_c0_g1_i2" 0 0 0
"TRINITY_DN12446_c0_g1_i3" 0 0 0
"TRINITY_DN12446_c0_g1_i4" 0 0 0
"TRINITY_DN12446_c0_g1_i5" 0 0 0
"TRINITY_DN12446_c0_g1_i6" 0 0 0
"TRINITY_DN4725_c0_g1_i1" 10.1557 0 1.21932
"TRINITY_DN4725_c0_g1_i3" 4.95066 0.796411 0
"TRINITY_DN4725_c0_g1_i4" 41.3371 11.0678 0
"TRINITY_DN4795_c0_g1_i1" 3.34217 3.48969 0
"TRINITY_DN4747_c0_g1_i1" 0.258056 1.47488 0
"TRINITY_DN4709_c0_g1_i1" 3.917 4.96906 0
"TRINITY_DN4706_c0_g3_i1" 0 0 0
"TRINITY_DN4706_c0_g3_i2" 0 0 0
"TRINITY_DN4706_c0_g3_i3" 0 0 0
"TRINITY_DN4706_c0_g4_i1" 11.6423 18.8506 29.0158
"TRINITY_DN4706_c0_g2_i1" 0 0.332181 0
"TRINITY_DN4706_c1_g1_i1" 0 0 0
"TRINITY_DN4706_c1_g1_i2" 0 0 0
"TRINITY_DN4706_c1_g1_i3" 3.30479 10.815 32.5114
"TRINITY_DN4706_c0_g1_i1" 0 0.464361 3.84529
"TRINITY_DN4706_c0_g1_i2" 0.579591 0.620225 10.4488
"TRINITY_DN4706_c0_g1_i3" 0 0 0
"TRINITY_DN4715_c8_g1_i1" 0 0.20183 0
"TRINITY_DN4715_c4_g2_i1" 0.121332 0.528134 0
"TRINITY_DN4715_c6_g1_i1" 0 0.99031 0
"TRINITY_DN4715_c3_g1_i1" 0.120572 0.66244 0
"TRINITY_DN4715_c3_g1_i2" 0 0 0
"TRINITY_DN4715_c3_g1_i3" 0.230573 2.68823 0.305723
"TRINITY_DN4715_c3_g1_i5" 0.0681978 0.430418 0
"TRINITY_DN4715_c1_g1_i1" 4.13232 14.282 0
"TRINITY_DN4715_c0_g1_i1" 0 0.24841 0
"TRINITY_DN4715_c0_g1_i2" 0 0.195169 0
"TRINITY_DN4715_c0_g1_i3" 0.919599 0 0
"TRINITY_DN4715_c0_g1_i4" 0.78461 0.00560825 0
"TRINITY_DN4715_c0_g1_i5" 4.56849 1.85303 0
"TRINITY_DN4715_c0_g1_i6" 1.4998e-05 2.23672 0
"TRINITY_DN4715_c0_g1_i8" 1.36773 0 0
"TRINITY_DN4715_c0_g1_i9" 0.287721 0 0
"TRINITY_DN4715_c7_g1_i1" 2.16864 4.82884 0
"TRINITY_DN4715_c2_g1_i1" 11.5274 10.0193 0.053103
"TRINITY_DN4715_c4_g1_i1" 0.158309 0.690485 0
"TRINITY_DN4775_c0_g1_i1" 0.994652 2.41017 0
"TRINITY_DN4791_c0_g1_i1" 0 0.166786 0
"TRINITY_DN4791_c0_g1_i2" 0.30516 0.313714 0
"TRINITY_DN4791_c0_g1_i3" 0 0 0
"TRINITY_DN4791_c0_g1_i4" 2.49066 3.38121 3.22515
"TRINITY_DN4791_c0_g1_i7" 0.908773 0.853784 0
"TRINITY_DN4791_c0_g1_i8" 1.14533 0 0
"TRINITY_DN4703_c0_g1_i1" 0.0751044 8.9891 11.4412
"TRINITY_DN4760_c2_g1_i1" 0 0 0
"TRINITY_DN4760_c1_g1_i1" 0 1.05641 0
"TRINITY_DN4760_c0_g1_i1" 0 2.19356 0
"TRINITY_DN4760_c0_g1_i10" 0 0 0
"TRINITY_DN4760_c0_g1_i11" 0.121975 0 0
"TRINITY_DN4760_c0_g1_i12" 0.352236 0 0
"TRINITY_DN4760_c0_g1_i3" 0 0.170929 0
"TRINITY_DN4760_c0_g1_i5" 0 0 0
"TRINITY_DN4760_c0_g1_i7" 0 0 0
"TRINITY_DN4760_c0_g1_i8" 0.169607 0.118544 0
"TRINITY_DN4760_c0_g1_i9" 0 0 0
"TRINITY_DN4749_c2_g1_i1" 0 0.304636 0
"TRINITY_DN4749_c0_g3_i1" 0.117737 0.350514 0
"TRINITY_DN4749_c0_g2_i1" 0 1.25787 0
"TRINITY_DN4749_c0_g1_i1" 4.57086 6.00388 0
"TRINITY_DN4773_c0_g1_i1" 0 0 0.0532626
"TRINITY_DN4773_c0_g1_i2" 0 0 0
"TRINITY_DN4773_c0_g1_i3" 0 0 0
"TRINITY_DN4773_c0_g1_i4" 0 0.498792 0
"TRINITY_DN4773_c0_g1_i7" 0 0 0
"TRINITY_DN4773_c0_g1_i8" 0.125325 0 0
"TRINITY_DN4718_c2_g1_i1" 0 0.489495 0
"TRINITY_DN4718_c2_g1_i2" 0 0 0
"TRINITY_DN4718_c2_g1_i3" 0.185329 0.566485 0
"TRINITY_DN4718_c0_g1_i1" 1.15938 4.18867 77.3732
"TRINITY_DN4718_c0_g1_i2" 4.25967 6.60878 0
"TRINITY_DN4718_c1_g1_i1" 0.204534 0.685564 0.103226
"TRINITY_DN4718_c2_g2_i1" 0.84963 0.314113 0
"TRINITY_DN4751_c0_g1_i1" 0 0.372805 0
"TRINITY_DN4751_c0_g1_i2" 0.38469 0.79049 0
"TRINITY_DN4751_c0_g1_i4" 0.361539 1.06338 0
"TRINITY_DN4751_c0_g1_i5" 0 0.19679 0
"TRINITY_DN4751_c0_g1_i6" 0.813424 1.35708 0
"TRINITY_DN4751_c0_g1_i7" 1.02213 1.40889 0
"TRINITY_DN4726_c0_g1_i1" 0 0 0.95603
"TRINITY_DN4726_c2_g1_i1" 0 0.284185 1.55306
"TRINITY_DN4726_c3_g1_i1" 0 0 0
"TRINITY_DN4726_c1_g1_i1" 0 0 0
"TRINITY_DN4726_c1_g1_i2" 0 0.536574 0
"TRINITY_DN4726_c1_g1_i3" 0 0 0
"TRINITY_DN4726_c1_g1_i4" 0 0 0
"TRINITY_DN4727_c0_g1_i1" 0 0.103362 0
"TRINITY_DN4727_c0_g1_i2" 0 0 0
"TRINITY_DN4724_c0_g1_i1" 7.33103 4.43023 2.01324
"TRINITY_DN4778_c0_g1_i1" 0 0.4127 0
"TRINITY_DN4778_c0_g1_i10" 0.14667 0.484515 0
