"Accession_ID","Entry.name","Protein.names","Gene.names","Organism","Length"
"Q6DD70","AB17C_XENLA","Alpha/beta hydrolase domain-containing protein 17C (Abhydrolase domain-containing protein 17C) (EC 3.1.2.22)","abhd17c","Xenopus laevis (African clawed frog)",311
"O84345","DNAJ_CHLTR","Chaperone protein DnaJ","dnaJ CT_341","Chlamydia trachomatis (strain D/UW-3/Cx)",392
"P42211","ASPRX_ORYSJ","Aspartic proteinase (EC 3.4.23.-)","RAP Os05g0137400 LOC_Os05g04630 OJ1127_B08.13","Oryza sativa subsp. japonica (Rice)",496
"Q7ZVZ7","AB17C_DANRE","Alpha/beta hydrolase domain-containing protein 17C (Abhydrolase domain-containing protein 17C) (EC 3.1.2.22)","abhd17c zgc:55468","Danio rerio (Zebrafish) (Brachydanio rerio)",294
"Q5FWQ0","FDX2_XENLA","Ferredoxin-2, mitochondrial (Adrenodoxin-like protein) (Ferredoxin-1-like protein)","fdx2 fdx1l","Xenopus laevis (African clawed frog)",193
"Q6IP09","PABPB_XENLA","Polyadenylate-binding protein 1-B (PABP-1-B) (Poly(A)-binding protein 1-B) (xPABP1-B) (Cytoplasmic poly(A)-binding protein 1-B)","pabpc1-b","Xenopus laevis (African clawed frog)",633
"Q9SIV5","C3H19_ARATH","Zinc finger CCCH domain-containing protein 19 (AtC3H19) (Protein Needed for RDR2-independent DNA methylation)","NERD At2g16485/At2g16480/At2g16470 F16F14","Arabidopsis thaliana (Mouse-ear cress)",1773
"Q54BI3","Y3610_DICDI","LIMR family protein DDB_G0293610","DDB_G0293610","Dictyostelium discoideum (Slime mold)",507
"Q8CDU5","EFHB_MOUSE","EF-hand domain-containing family member B","Efhb","Mus musculus (Mouse)",853
"Q8VIG3","RSPH1_MOUSE","Radial spoke head 1 homolog (Male meiotic metaphase chromosome-associated acidic protein) (Meichroacidin) (Testis-specific gene A2 protein)","Rsph1 Tsga2","Mus musculus (Mouse)",301
"Q9ERH3","WDR7_RAT","WD repeat-containing protein 7 (TGF-beta resistance-associated protein TRAG)","Wdr7 Trag","Rattus norvegicus (Rat)",1488
"P34624","CCNY_CAEEL","Cyclin-Y","cyy-1 ZK353.1","Caenorhabditis elegans",357
"O22899","PRP43_ARATH","Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH3 (EC 3.6.4.13) (DEAH RNA helicase homolog PRP43)","At2g47250 T08I13.9","Arabidopsis thaliana (Mouse-ear cress)",729
"Q54G06","XPP1_DICDI","Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)","xpnpep1 xpnpepl xpnpepl1 DDB_G0290501","Dictyostelium discoideum (Slime mold)",627
"Q8VDM6","HNRL1_MOUSE","Heterogeneous nuclear ribonucleoprotein U-like protein 1","Hnrnpul1 Hnrpul1","Mus musculus (Mouse)",859
"Q6H4N0","GT21_ORYSJ","Probable glucuronosyltransferase Os02g0520750 (EC 2.4.-.-)","Os02g0520750 LOC_Os02g32110 OSJNBb0003H22.12","Oryza sativa subsp. japonica (Rice)",434
"P53476","ACT_TOXGO","Actin","ACT1","Toxoplasma gondii",376
"Q7XJ53","P2C35_ARATH","Probable protein phosphatase 2C 35 (AtPP2C35) (EC 3.1.3.16)","At3g06270 F28L1.21","Arabidopsis thaliana (Mouse-ear cress)",348
"P49727","UCRI_MAIZE","Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Rieske iron-sulfur protein) (RISP) (Ubiquinol-cytochrome c reductase iron-sulfur subunit)","","Zea mays (Maize)",273
"Q54R82","MKKA_DICDI","Mitogen-activated protein kinase kinase kinase A (EC 2.7.11.25) (MAPK/ERK kinase 1) (MEK kinase 1) (MEKK 1) (MAPK/ERK kinase A) (MEK kinase A) (MEKK A) (MEKKalpha)","mkkA DDB_G0283265","Dictyostelium discoideum (Slime mold)",942
"Q93ZT6","IF4G1_ARATH","Eukaryotic translation initiation factor isoform 4G-1 (eIF(iso)4G-1)","EIF(ISO)4G1 At5g57870 MTI20.13","Arabidopsis thaliana (Mouse-ear cress)",780
"Q7XR06","P2C45_ORYSJ","Probable protein phosphatase 2C 45 (OsPP2C45) (EC 3.1.3.16)","Os04g0659500 LOC_Os04g56450 OsJ_015762 OSJNBa0011F23.20 OSJNBa0015K02.7","Oryza sativa subsp. japonica (Rice)",282
"Q9SFU0","SC24A_ARATH","Protein transport protein Sec24-like At3g07100","At3g07100 T1B9.25","Arabidopsis thaliana (Mouse-ear cress)",1038
"O94580","WSS2_SCHPO","DNA-dependent metalloprotease WSS1 homolog 2 (EC 3.4.24.-) (DNA damage response protein WSS1 homolog 2)","wss2 wss1b SPCC1442.07c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",282
"O96081","CALMB_HALRO","Calmodulin-B (CaM B)","","Halocynthia roretzi (Sea squirt) (Cynthia roretzi)",149
"Q8P9T9","XYLA1_XANCP","Xylose isomerase 1 (EC 5.3.1.5)","xylA1 XCC1758","Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)",446
"Q9SKZ5","FBT1_ARATH","Folate-biopterin transporter 1, chloroplastic","At2g32040 F22D22.21","Arabidopsis thaliana (Mouse-ear cress)",560
"Q9I7S6","PDE9A_DROME","High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (EC 3.1.4.35) (Phosphodiesterase 9)","Pde9 CG42276","Drosophila melanogaster (Fruit fly)",1526
"Q03387","IF4G1_WHEAT","Eukaryotic translation initiation factor isoform 4G-1 (eIF(iso)-4G-1) (eIF(iso)4G-1) (Eukaryotic initiation factor iso-4F subunit p82-34) (eIF-(iso)4F p82-34 subunit)","","Triticum aestivum (Wheat)",788
"Q5UNT8","YL678_MIMIV","Putative SET domain-containing protein L678 (EC 2.1.1.-)","MIMI_L678","Acanthamoeba polyphaga mimivirus (APMV)",255
"Q9VCH5","NUP98_DROME","Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (Nucleoporin Nup96) (Nup96)]","Nup98-96 Nup145 Nup98 CG10198","Drosophila melanogaster (Fruit fly)",1960
"H2KYQ5","GYG1_CAEEL","Glycogenin-1 (GN) (EC 2.4.1.186)","gyg-1 F56B6.4","Caenorhabditis elegans",429
"P72188","CAPA_PSEFR","Cold shock protein CapA (C7.0) (Cold acclimation protein A) (Fragment)","capA","Pseudomonas fragi",64
"Q5RD06","POC1B_PONAB","POC1 centriolar protein homolog B (WD repeat-containing protein 51B)","POC1B WDR51B","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",451
"P53498","ACT_CHLRE","Actin","","Chlamydomonas reinhardtii (Chlamydomonas smithii)",377
"A5YKK6","CNOT1_HUMAN","CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1)","CNOT1 CDC39 KIAA1007 NOT1 AD-005","Homo sapiens (Human)",2376
"F4KIL8","FBT5_ARATH","Probable folate-biopterin transporter 5","At5g25040 T11H3.50","Arabidopsis thaliana (Mouse-ear cress)",492
"Q71N41","GAMT_DANRE","Guanidinoacetate N-methyltransferase (EC 2.1.1.2)","gamt zgc:123136","Danio rerio (Zebrafish) (Brachydanio rerio)",234
"Q5XGI5","WDR83_XENTR","WD repeat domain-containing protein 83 (Mitogen-activated protein kinase organizer 1) (MAPK organizer 1)","wdr83 morg1 TGas070i04.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",314
"Q9SMH3","DYH1A_CHLRE","Dynein-1-alpha heavy chain, flagellar inner arm I1 complex (1-alpha DHC) (Dynein-1, subspecies f)","DHC1 IDA1 PF9","Chlamydomonas reinhardtii (Chlamydomonas smithii)",4625
"Q6AY17","AB17B_RAT","Alpha/beta hydrolase domain-containing protein 17B (Abhydrolase domain-containing protein 17B) (EC 3.1.2.22)","Abhd17b","Rattus norvegicus (Rat)",288
"Q12874","SF3A3_HUMAN","Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)","SF3A3 SAP61","Homo sapiens (Human)",501
"Q550K8","Y7071_DICDI","Probable serine/threonine-protein kinase DDB_G0277071 (EC 2.7.11.1)","DDB_G0277071","Dictyostelium discoideum (Slime mold)",2454
"C1D8N3","SERC_LARHH","Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)","serC LHK_01839","Laribacter hongkongensis (strain HLHK9)",359
"Q8FDE1","ALX_ECOL6","Putative membrane-bound redox modulator Alx","alx c3846","Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)",321
"Q97VX5","NPD_SACS2","NAD-dependent protein deacetylase (EC 2.3.1.286) (Regulatory protein SIR2 homolog) (ssSir2)","cobB SSO2478","Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)",247
"Q16959","DYI2_HELCR","Dynein intermediate chain 2, ciliary","","Heliocidaris crassispina (Sea urchin) (Anthocidaris crassispina)",702
"Q758S3","RM51_ASHGO","54S ribosomal protein L51, mitochondrial","MRPL51 AEL321C","Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)",142
"P53062","BRR6_YEAST","Nucleus export protein BRR6 (Bad response to refrigeration protein 6)","BRR6 YGL247W NRA197","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",197
"O94268","NOP2_SCHPO","25S rRNA (cytosine-C(5))-methyltransferase nop2 (EC 2.1.1.-) (Nucleolar protein 2)","nop2 SPBP8B7.20c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",608
"O81983","SYS_HELAN","Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","","Helianthus annuus (Common sunflower)",438
"P62282","RS11_RAT","40S ribosomal protein S11","Rps11","Rattus norvegicus (Rat)",158
"Q8W4M7","ERCC2_ARATH","General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (ERCC2 homolog) (RAD3 homolog) (UV hypersensitive protein 6) (AtUVH6) (XPD homolog) (AtXPD)","XPD UVH6 At1g03190 F15K9.20","Arabidopsis thaliana (Mouse-ear cress)",758
"Q84XU2","PPP5_ARATH","Serine/threonine-protein phosphatase 5 (EC 3.1.3.16)","PAPP5 PP5 At2g42810 F7D19.19","Arabidopsis thaliana (Mouse-ear cress)",538
"Q6GLZ8","SNR27_XENLA","U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein (U4/U6.U5 snRNP 27 kDa protein) (U4/U6.U5-27K) (U4/U6.U5 tri-snRNP-associated protein 3)","snrnp27","Xenopus laevis (African clawed frog)",158
"Q01386","KAPR_NEUCR","cAMP-dependent protein kinase regulatory subunit (PKA regulatory subunit) (Microcycle blastoconidiation protein)","mcb 123A4.120 NCU01166","Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)",385
"Q8WXX0","DYH7_HUMAN","Dynein heavy chain 7, axonemal (Axonemal beta dynein heavy chain 7) (Ciliary dynein heavy chain 7) (Dynein heavy chain-like protein 2) (hDHC2)","DNAH7 KIAA0944","Homo sapiens (Human)",4024
"P55925","SFAS_SPESI","SF-assemblin","","Spermatozopsis similis (Green alga)",284
"Q6NVM6","NOL10_XENTR","Nucleolar protein 10","nol10","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",686
"O75386","TULP3_HUMAN","Tubby-related protein 3 (Tubby-like protein 3)","TULP3 TUBL3","Homo sapiens (Human)",442
"Q93615","ETFA_CAEEL","Probable electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)","F27D4.1","Caenorhabditis elegans",332
"Q8W4I9","AML1_ARATH","Protein MEI2-like 1 (AML1) (MEI2-like protein 1)","ML1 At5g61960 K22G18.9","Arabidopsis thaliana (Mouse-ear cress)",915
"Q9FF17","ALG6_ARATH","Probable dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.267) (Asparagine-linked glycosylation protein 6 homolog) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)","At5g38460 MXI10.19","Arabidopsis thaliana (Mouse-ear cress)",533
"A0A1L8HCK2","C298A_XENLA","Cilia- and flagella-associated protein 298-A (Protein kurly-A)","cfap298-a kur-a","Xenopus laevis (African clawed frog)",290
"P74598","Y1491_SYNY3","Uncharacterized WD repeat-containing protein sll1491","sll1491","Synechocystis sp. (strain PCC 6803 / Kazusa)",348
"Q9VVI9","CHMP5_DROME","Charged multivesicular body protein 5 (Vacuolar protein-sorting-associated protein 60)","Vps60 CG6259","Drosophila melanogaster (Fruit fly)",226
"Q32LQ6","MFSD1_DANRE","Major facilitator superfamily domain-containing protein 1","mfsd1 zgc:123187","Danio rerio (Zebrafish) (Brachydanio rerio)",461
"Q9ERU9","RBP2_MOUSE","E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (Ran-binding protein 2) (RanBP2)","Ranbp2","Mus musculus (Mouse)",3053
"Q8MPF7","RSSA_TOXGO","40S ribosomal protein SA","","Toxoplasma gondii",287
"Q657W3","CCC2_ORYSJ","Cation-chloride cotransporter 2 (OsCCC2) (Potassium-chloride cotransporter 2)","CCC2 KCC2 Os01g0304100 LOC_Os01g19850 P0475H04.13 P0475H04.14","Oryza sativa subsp. japonica (Rice)",994
"P22125","RAB1_DIPOM","Ras-related protein ORAB-1","","Diplobatis ommata (Ocellated electric ray) (Discopyge ommata)",202
"P59271","R27AA_ARATH","Ubiquitin-40S ribosomal protein S27a-1 [Cleaved into: Ubiquitin; 40S ribosomal protein S27a-1]","RPS27AA UBQ16 At1g23410 F26F24.28 F28C11.5","Arabidopsis thaliana (Mouse-ear cress)",156
"B6EUA9","PR40A_ARATH","Pre-mRNA-processing protein 40A (AtPRP40a)","PRP40A MED35_1 MED35A At1g44910 F27F5.2 T12C22.20","Arabidopsis thaliana (Mouse-ear cress)",958
"G5ECS8","ADT1_CAEEL","A disintegrin and metalloproteinase with thrombospondin motifs adt-1 (ADAMTS adt-1) (EC 3.4.24.-)","adt-1 C02B4.1","Caenorhabditis elegans",1461
"Q5SMG8","MGTE_THET8","Magnesium transporter MgtE","TTHA1060","Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)",450
"Q9Y5L0","TNPO3_HUMAN","Transportin-3 (Importin-12) (Imp12) (Transportin-SR) (TRN-SR)","TNPO3 IPO12","Homo sapiens (Human)",923
"F4ILR7","DEXH1_ARATH","DExH-box ATP-dependent RNA helicase DExH1 (EC 3.6.4.13)","At2g35920 F11F19.17","Arabidopsis thaliana (Mouse-ear cress)",995
"Q9LYZ7","UPL4_ARATH","E3 ubiquitin-protein ligase UPL4 (Ubiquitin-protein ligase 4) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase UPL4)","UPL4 KLI5 At5g02880 F9G14_190","Arabidopsis thaliana (Mouse-ear cress)",1502
"Q8N5P1","ZC3H8_HUMAN","Zinc finger CCCH domain-containing protein 8","ZC3H8 ZC3HDC8","Homo sapiens (Human)",291
"P27996","H4_SOLST","Histone H4","","Solaster stimpsoni (Striped sun sea star)",103
"Q8H0V6","AB3F_ARATH","ABC transporter F family member 3 (ABC transporter ABCF.3) (AtABCF3) (GCN20-type ATP-binding cassette protein GCN3)","ABCF3 GCN3 At1g64550 F1N19.11","Arabidopsis thaliana (Mouse-ear cress)",715
"Q7ZXY0","INO1A_XENLA","Inositol-3-phosphate synthase 1-A (IPS 1-A) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase A) (MI-1-P synthase A) (MIP synthase A)","isyna1-a ino1-a","Xenopus laevis (African clawed frog)",563
"Q8K0V4","CNOT3_MOUSE","CCR4-NOT transcription complex subunit 3 (CCR4-associated factor 3)","Cnot3 Not3","Mus musculus (Mouse)",751
"Q54DS8","SEC13_DICDI","Protein SEC13 homolog (GATOR complex protein SEC13)","sec13 DDB_G0292052","Dictyostelium discoideum (Slime mold)",301
"P45860","CLS1_BACSU","Probable cardiolipin synthase YwiE (CL synthase 1) (EC 2.7.8.-)","ywiE BSU37240","Bacillus subtilis (strain 168)",500
"Q9T075","RMD5_ARATH","Protein RMD5 homolog","RMD5 At4g37880","Arabidopsis thaliana (Mouse-ear cress)",388
"Q57695","DAPA_METJA","4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)","dapA MJ0244","Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)",289
"P51566","AFC1_ARATH","Serine/threonine-protein kinase AFC1 (EC 2.7.12.1)","AFC1 AME2 At3g53570 F4P12_270","Arabidopsis thaliana (Mouse-ear cress)",467
"Q74GW7","TTCA_GEOSL","tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)","ttcA GSU0127","Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)",257
"Q54WR9","GLNA3_DICDI","Type-3 glutamine synthetase (EC 6.3.1.2) (Type-3 glutamate--ammonia ligase) (Type-3 GS)","glnA3 glnB DDB_G0279591","Dictyostelium discoideum (Slime mold)",735
"Q6NYB7","RAB1A_RAT","Ras-related protein Rab-1A","Rab1A Rab1","Rattus norvegicus (Rat)",205
"Q00472","PNPP_SCHPO","4-nitrophenylphosphatase (PNPPase) (EC 3.1.3.41)","pho2 SPBC15D4.15","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",298
"Q6PBF0","RL8_XENTR","60S ribosomal protein L8","rpl8 TTpA008p15.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",257
"A7SCH8","KYNU_NEMVE","Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase)","kynu v1g235255","Nematostella vectensis (Starlet sea anemone)",465
"Q2HJ97","PHB2_BOVIN","Prohibitin-2","PHB2","Bos taurus (Bovine)",299
"Q803X4","DCA13_DANRE","DDB1- and CUL4-associated factor 13 (WD repeat and SOF domain-containing protein 1)","dcaf13 wdsof1 zgc:55391","Danio rerio (Zebrafish) (Brachydanio rerio)",445
"Q4P0I7","SAR1_USTMA","Small COPII coat GTPase SAR1 (EC 3.6.5.-)","SAR1 UMAG_06376","Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)",189
"P11611","PP2AB_RABIT","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform (PP2A-beta) (EC 3.1.3.16)","PPP2CB","Oryctolagus cuniculus (Rabbit)",309
"Q9CWX9","DDX47_MOUSE","Probable ATP-dependent RNA helicase DDX47 (EC 3.6.4.13) (DEAD box protein 47)","Ddx47","Mus musculus (Mouse)",455
"O49289","RH29_ARATH","Putative DEAD-box ATP-dependent RNA helicase 29 (EC 3.6.4.13)","RH29 At1g77030 F22K20.13","Arabidopsis thaliana (Mouse-ear cress)",845
"P29356","ALF_SPIOL","Fructose-bisphosphate aldolase, cytoplasmic isozyme (EC 4.1.2.13)","","Spinacia oleracea (Spinach)",357
"Q8VCC9","SPON1_MOUSE","Spondin-1 (F-spondin)","Spon1","Mus musculus (Mouse)",807
"Q8H2T0","P2C65_ORYSJ","Probable protein phosphatase 2C 65 (OsPP2C65) (EC 3.1.3.16)","Os07g0646100 LOC_Os07g45170 P0503D09.114","Oryza sativa subsp. japonica (Rice)",399
"Q552C1","Y9957_DICDI","Probable serine/threonine-protein kinase DDB_G0276181 (EC 2.7.11.1)","DDB_G0276181","Dictyostelium discoideum (Slime mold)",1555
"A5I5U3","CFR_CLOBH","Ribosomal RNA large subunit methyltransferase Cfr (EC 2.1.1.224) (23S rRNA (adenine(2503)-C(8))-methyltransferase) (23S rRNA m8A2503 methyltransferase)","cfr CBO2857 CLC_2734","Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A)",344
"B8B2R4","NAP1A_ORYSI","Nucleosome assembly protein 1;1 (OsNAP1;1) (Nucleosome assembly protein 1-like 1) (OsNAP1_L1)","NAP1;1 NAP1_L1 OsI_21684","Oryza sativa subsp. indica (Rice)",377
"Q9SUR9","SGT1A_ARATH","Protein SGT1 homolog A (AtSGT1a) (Suppressor of G2 allele of SKP1 homolog A)","SGT1A At4g23570 F9D16.40","Arabidopsis thaliana (Mouse-ear cress)",350
"Q6IUY1","RHBL3_TOXGO","Rhomboid-like protease 3 (EC 3.4.21.105)","ROM3","Toxoplasma gondii",263
"Q9M291","SC24C_ARATH","Protein transport protein Sec24-like CEF","CEF At3g44340 T22K7_20","Arabidopsis thaliana (Mouse-ear cress)",1096
"Q9FF55","PDI14_ARATH","Protein disulfide isomerase-like 1-4 (AtPDIL1-4) (EC 5.3.4.1) (Protein disulfide isomerase 2) (AtPDI2) (Protein disulfide isomerase-like 2-2) (AtPDIL2-2)","PDIL1-4 PDI2 PDIL2-2 At5g60640 MUP24.6","Arabidopsis thaliana (Mouse-ear cress)",597
"B9F676","GLU2A_ORYSJ","Probable glucan 1,3-alpha-glucosidase (EC 3.2.1.207) (Glucosidase II subunit alpha)","Os03g0216600 LOC_Os03g11720 OsJ_09923","Oryza sativa subsp. japonica (Rice)",919
"Q8VE37","RCC1_MOUSE","Regulator of chromosome condensation (Chromosome condensation protein 1)","Rcc1 Chc1","Mus musculus (Mouse)",421
"Q6NZP1","ZRAB3_MOUSE","DNA annealing helicase and endonuclease ZRANB3 (Annealing helicase 2) (AH2) (Zinc finger Ran-binding domain-containing protein 3) [Includes: DNA annealing helicase ZRANB3 (EC 3.6.4.-); Endonuclease ZRANB3 (EC 3.1.-.-)]","Zranb3","Mus musculus (Mouse)",1069
"P50583","AP4A_HUMAN","Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] (EC 3.6.1.17) (Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase) (Ap4A hydrolase) (Ap4Aase) (Diadenosine tetraphosphatase) (Nucleoside diphosphate-linked moiety X motif 2) (Nudix motif 2)","NUDT2 APAH1","Homo sapiens (Human)",147
"Q9LU44","SF1_ARATH","Splicing factor-like protein 1 (AtSF1) (SF1 homolog protein)","SF1 At5g51300 MWD22.25","Arabidopsis thaliana (Mouse-ear cress)",804
"Q06389","NCS1_YEAST","Calcium-binding protein NCS-1","FRQ1 NCS1 YDR373W D9481.6","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",190
"Q9D964","GATM_MOUSE","Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)","Gatm","Mus musculus (Mouse)",423
"Q9Y673","ALG5_HUMAN","Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5 homolog)","ALG5 HSPC149","Homo sapiens (Human)",324
"Q9M1K2","PI5K4_ARATH","Phosphatidylinositol 4-phosphate 5-kinase 4 (AtPIP5K4) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 4) (Diphosphoinositide kinase 4) (PtdIns(4)P-5-kinase 4)","PIP5K4 At3g56960 F24I3.40","Arabidopsis thaliana (Mouse-ear cress)",779
"Q6NS23","TRM11_XENLA","tRNA (guanine(10)-N2)-methyltransferase homolog (EC 2.1.1.-) (tRNA guanosine-2'-O-methyltransferase TRM11 homolog)","trmt11","Xenopus laevis (African clawed frog)",478
"Q4UB74","TRM5_THEAN","tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5 homolog)","TA17855","Theileria annulata",463
"P0C0L0","APX5_ORYSJ","Probable L-ascorbate peroxidase 5, chloroplastic (EC 1.11.1.11) (OsAPx5)","APX5 Os12g0178200 LOC_Os12g07830","Oryza sativa subsp. japonica (Rice)",320
"P50108","MNN10_YEAST","Probable alpha-1,6-mannosyltransferase MNN10 (EC 2.4.1.-) (Bud emergence delay protein 1) (Mannan polymerase II complex MNN10 subunit) (M-Pol II subunit MNN10)","MNN10 BED1 YDR245W YD8419.12","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",393
"Q7Z429","LFG1_HUMAN","Protein lifeguard 1 (Glutamate [NMDA] receptor-associated protein 1) (NMDA receptor glutamate-binding subunit) (Putative MAPK-activating protein PM02) (Transmembrane BAX inhibitor motif-containing protein 3)","GRINA LFG1 NMDARA1 TMBIM3","Homo sapiens (Human)",371
"Q9Z286","ADCYA_RAT","Adenylate cyclase type 10 (EC 4.6.1.1) (Germ cell soluble adenylyl cyclase) (sAC) (Testicular soluble adenylyl cyclase)","Adcy10 Sac","Rattus norvegicus (Rat)",1608
"P54750","PDE1A_HUMAN","Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A (Cam-PDE 1A) (EC 3.1.4.17) (61 kDa Cam-PDE) (hCam-1)","PDE1A","Homo sapiens (Human)",535
"Q2HJ56","PWP1_BOVIN","Periodic tryptophan protein 1 homolog","PWP1","Bos taurus (Bovine)",500
